,title,abstract,categories
414177,Fast Rates for Bandit PAC Multiclass Classification,"  We study multiclass PAC learning with bandit feedback, where inputs are
classified into one of $K$ possible labels and feedback is limited to whether
or not the predicted labels are correct. Our main contribution is in designing
a novel learning algorithm for the agnostic $(\varepsilon,\delta)$-PAC version
of the problem, with sample complexity of $O\big( (\operatorname{poly}(K) + 1 /
\varepsilon^2) \log (|H| / \delta) \big)$ for any finite hypothesis class $H$.
In terms of the leading dependence on $\varepsilon$, this improves upon
existing bounds for the problem, that are of the form $O(K/\varepsilon^2)$. We
also provide an extension of this result to general classes and establish
similar sample complexity bounds in which $\log |H|$ is replaced by the
Natarajan dimension. This matches the optimal rate in the full-information
version of the problem and resolves an open question studied by Daniely,
Sabato, Ben-David, and Shalev-Shwartz (2011) who demonstrated that the
multiplicative price of bandit feedback in realizable PAC learning is
$\Theta(K)$. We complement this by revealing a stark contrast with the agnostic
case, where the price of bandit feedback is only $O(1)$ as $\varepsilon \to 0$.
Our algorithm utilizes a stochastic optimization technique to minimize a
log-barrier potential based on Frank-Wolfe updates for computing a low-variance
exploration distribution over the hypotheses, and is made computationally
efficient provided access to an ERM oracle over $H$.
",cs.LG cs.AI stat.ML
438757,"Comprehensive AI Assessment Framework: Enhancing Educational Evaluation
  with Ethical AI Integration","  The integration of generative artificial intelligence (GenAI) tools into
education has been a game-changer for teaching and assessment practices,
bringing new opportunities, but also novel challenges which need to be dealt
with. This paper presents the Comprehensive AI Assessment Framework (CAIAF), an
evolved version of the AI Assessment Scale (AIAS) by Perkins, Furze, Roe, and
MacVaugh, targeted toward the ethical integration of AI into educational
assessments. This is where the CAIAF differs, as it incorporates stringent
ethical guidelines, with clear distinctions based on educational levels, and
advanced AI capabilities of real-time interactions and personalized assistance.
The framework developed herein has a very intuitive use, mainly through the use
of a color gradient that enhances the user-friendliness of the framework.
Methodologically, the framework has been developed through the huge support of
a thorough literature review and practical insight into the topic, becoming a
dynamic tool to be used in different educational settings. The framework will
ensure better learning outcomes, uphold academic integrity, and promote
responsible use of AI, hence the need for this framework in modern educational
practice.
",cs.CY cs.AI
428618,iASiS: Towards Heterogeneous Big Data Analysis for Personalized Medicine,"  The vision of IASIS project is to turn the wave of big biomedical data
heading our way into actionable knowledge for decision makers. This is achieved
by integrating data from disparate sources, including genomics, electronic
health records and bibliography, and applying advanced analytics methods to
discover useful patterns. The goal is to turn large amounts of available data
into actionable information to authorities for planning public health
activities and policies. The integration and analysis of these heterogeneous
sources of information will enable the best decisions to be made, allowing for
diagnosis and treatment to be personalised to each individual. The project
offers a common representation schema for the heterogeneous data sources. The
iASiS infrastructure is able to convert clinical notes into usable data,
combine them with genomic data, related bibliography, image data and more, and
create a global knowledge base. This facilitates the use of intelligent methods
in order to discover useful patterns across different resources. Using semantic
integration of data gives the opportunity to generate information that is rich,
auditable and reliable. This information can be used to provide better care,
reduce errors and create more confidence in sharing data, thus providing more
insights and opportunities. Data resources for two different disease categories
are explored within the iASiS use cases, dementia and lung cancer.
",cs.AI cs.DB
451992,"Unleash The Power of Pre-Trained Language Models for Irregularly Sampled
  Time Series","  Pre-trained Language Models (PLMs), such as ChatGPT, have significantly
advanced the field of natural language processing. This progress has inspired a
series of innovative studies that explore the adaptation of PLMs to time series
analysis, intending to create a unified foundation model that addresses various
time series analytical tasks. However, these efforts predominantly focus on
Regularly Sampled Time Series (RSTS), neglecting the unique challenges posed by
Irregularly Sampled Time Series (ISTS), which are characterized by non-uniform
sampling intervals and prevalent missing data. To bridge this gap, this work
explores the potential of PLMs for ISTS analysis. We begin by investigating the
effect of various methods for representing ISTS, aiming to maximize the
efficacy of PLMs in this under-explored area. Furthermore, we present a unified
PLM-based framework, ISTS-PLM, which integrates time-aware and variable-aware
PLMs tailored for comprehensive intra and inter-time series modeling and
includes a learnable input embedding layer and a task-specific output layer to
tackle diverse ISTS analytical tasks. Extensive experiments on a comprehensive
benchmark demonstrate that the ISTS-PLM, utilizing a simple yet effective
series-based representation for ISTS, consistently achieves state-of-the-art
performance across various analytical tasks, such as classification,
interpolation, and extrapolation, as well as few-shot and zero-shot learning
scenarios, spanning scientific domains like healthcare and biomechanics.
",cs.AI cs.LG stat.AP
214277,Edge of stability echo state networks,"  Echo State Networks (ESNs) are time-series processing models working under
the Echo State Property (ESP) principle. The ESP is a notion of stability that
imposes an asymptotic fading of the memory of the input. On the other hand, the
resulting inherent architectural bias of ESNs may lead to an excessive loss of
information, which in turn harms the performance in certain tasks with long
short-term memory requirements. With the goal of bringing together the fading
memory property and the ability to retain as much memory as possible, in this
paper we introduce a new ESN architecture, called the Edge of Stability Echo
State Network (ES$^2$N). The introduced ES$^2$N model is based on defining the
reservoir layer as a convex combination of a nonlinear reservoir (as in the
standard ESN), and a linear reservoir that implements an orthogonal
transformation. We provide a thorough mathematical analysis of the introduced
model, proving that the whole eigenspectrum of the Jacobian of the ES$^2$N map
can be contained in an annular neighbourhood of a complex circle of
controllable radius, and exploit this property to demonstrate that the
ES$^2$N's forward dynamics evolves close to the edge-of-chaos regime by design.
Remarkably, our experimental analysis shows that the newly introduced reservoir
model is able to reach the theoretical maximum short-term memory capacity. At
the same time, in comparison to standard ESN, ES$^2$N is shown to offer an
excellent trade-off between memory and nonlinearity, as well as a significant
improvement of performance in autoregressive nonlinear modeling.
",cs.LG cs.AI math.DS
215458,"Heterogeneous 360 Degree Videos in Metaverse: Differentiated
  Reinforcement Learning Approaches","  Advanced video technologies are driving the development of the futuristic
Metaverse, which aims to connect users from anywhere and anytime. As such, the
use cases for users will be much more diverse, leading to a mix of 360-degree
videos with two types: non-VR and VR 360-degree videos. This paper presents a
novel Quality of Service model for heterogeneous 360-degree videos with
different requirements for frame rates and cybersickness. We propose a
frame-slotted structure and conduct frame-wise optimization using self-designed
differentiated deep reinforcement learning algorithms. Specifically, we design
two structures, Separate Input Differentiated Output (SIDO) and Merged Input
Differentiated Output (MIDO), for this heterogeneous scenario. We also conduct
comprehensive experiments to demonstrate their effectiveness.
",cs.NI cs.AI
12758,"Querying and Repairing Inconsistent Prioritized Knowledge Bases:
  Complexity Analysis and Links with Abstract Argumentation","  In this paper, we explore the issue of inconsistency handling over
prioritized knowledge bases (KBs), which consist of an ontology, a set of
facts, and a priority relation between conflicting facts. In the database
setting, a closely related scenario has been studied and led to the definition
of three different notions of optimal repairs (global, Pareto, and completion)
of a prioritized inconsistent database. After transferring the notions of
globally-, Pareto- and completion-optimal repairs to our setting, we study the
data complexity of the core reasoning tasks: query entailment under
inconsistency-tolerant semantics based upon optimal repairs, existence of a
unique optimal repair, and enumeration of all optimal repairs. Our results
provide a nearly complete picture of the data complexity of these tasks for
ontologies formulated in common DL-Lite dialects. The second contribution of
our work is to clarify the relationship between optimal repairs and different
notions of extensions for (set-based) argumentation frameworks. Among our
results, we show that Pareto-optimal repairs correspond precisely to stable
extensions (and often also to preferred extensions), and we propose a novel
semantics for prioritized KBs which is inspired by grounded extensions and
enjoys favourable computational properties. Our study also yields some results
of independent interest concerning preference-based argumentation frameworks.
",cs.LO cs.AI cs.DB
302058,"Adaptive Anytime Multi-Agent Path Finding Using Bandit-Based Large
  Neighborhood Search","  Anytime multi-agent path finding (MAPF) is a promising approach to scalable
path optimization in large-scale multi-agent systems. State-of-the-art anytime
MAPF is based on Large Neighborhood Search (LNS), where a fast initial solution
is iteratively optimized by destroying and repairing a fixed number of parts,
i.e., the neighborhood, of the solution, using randomized destroy heuristics
and prioritized planning. Despite their recent success in various MAPF
instances, current LNS-based approaches lack exploration and flexibility due to
greedy optimization with a fixed neighborhood size which can lead to low
quality solutions in general. So far, these limitations have been addressed
with extensive prior effort in tuning or offline machine learning beyond actual
planning. In this paper, we focus on online learning in LNS and propose
Bandit-based Adaptive LArge Neighborhood search Combined with Exploration
(BALANCE). BALANCE uses a bi-level multi-armed bandit scheme to adapt the
selection of destroy heuristics and neighborhood sizes on the fly during
search. We evaluate BALANCE on multiple maps from the MAPF benchmark set and
empirically demonstrate cost improvements of at least 50% compared to
state-of-the-art anytime MAPF in large-scale scenarios. We find that Thompson
Sampling performs particularly well compared to alternative multi-armed bandit
algorithms.
",cs.AI cs.MA
424386,"EditFollower: Tunable Car Following Models for Customizable Adaptive
  Cruise Control Systems","  In the realm of driving technologies, fully autonomous vehicles have not been
widely adopted yet, making advanced driver assistance systems (ADAS) crucial
for enhancing driving experiences. Adaptive Cruise Control (ACC) emerges as a
pivotal component of ADAS. However, current ACC systems often employ fixed
settings, failing to intuitively capture drivers' social preferences and
leading to potential function disengagement. To overcome these limitations, we
propose the Editable Behavior Generation (EBG) model, a data-driven
car-following model that allows for adjusting driving discourtesy levels. The
framework integrates diverse courtesy calculation methods into long short-term
memory (LSTM) and Transformer architectures, offering a comprehensive approach
to capture nuanced driving dynamics. By integrating various discourtesy values
during the training process, our model generates realistic agent trajectories
with different levels of courtesy in car-following behavior. Experimental
results on the HighD and Waymo datasets showcase a reduction in Mean Squared
Error (MSE) of spacing and MSE of speed compared to baselines, establishing
style controllability. To the best of our knowledge, this work represents the
first data-driven car-following model capable of dynamically adjusting
discourtesy levels. Our model provides valuable insights for the development of
ACC systems that take into account drivers' social preferences.
",cs.RO cs.AI
152636,"ChatABL: Abductive Learning via Natural Language Interaction with
  ChatGPT","  Large language models (LLMs) such as ChatGPT have recently demonstrated
significant potential in mathematical abilities, providing valuable reasoning
paradigm consistent with human natural language. However, LLMs currently have
difficulty in bridging perception, language understanding and reasoning
capabilities due to incompatibility of the underlying information flow among
them, making it challenging to accomplish tasks autonomously. On the other
hand, abductive learning (ABL) frameworks for integrating the two abilities of
perception and reasoning has seen significant success in inverse decipherment
of incomplete facts, but it is limited by the lack of semantic understanding of
logical reasoning rules and the dependence on complicated domain knowledge
representation. This paper presents a novel method (ChatABL) for integrating
LLMs into the ABL framework, aiming at unifying the three abilities in a more
user-friendly and understandable manner. The proposed method uses the strengths
of LLMs' understanding and logical reasoning to correct the incomplete logical
facts for optimizing the performance of perceptual module, by summarizing and
reorganizing reasoning rules represented in natural language format. Similarly,
perceptual module provides necessary reasoning examples for LLMs in natural
language format. The variable-length handwritten equation deciphering task, an
abstract expression of the Mayan calendar decoding, is used as a testbed to
demonstrate that ChatABL has reasoning ability beyond most existing
state-of-the-art methods, which has been well supported by comparative studies.
To our best knowledge, the proposed ChatABL is the first attempt to explore a
new pattern for further approaching human-level cognitive ability via natural
language interaction with ChatGPT.
",cs.CL cs.AI
365472,"Soft-Prompting with Graph-of-Thought for Multi-modal Representation
  Learning","  The chain-of-thought technique has been received well in multi-modal tasks.
It is a step-by-step linear reasoning process that adjusts the length of the
chain to improve the performance of generated prompts. However, human thought
processes are predominantly non-linear, as they encompass multiple aspects
simultaneously and employ dynamic adjustment and updating mechanisms.
Therefore, we propose a novel Aggregation-Graph-of-Thought (AGoT) mechanism for
soft-prompt tuning in multi-modal representation learning. The proposed AGoT
models the human thought process not only as a chain but also models each step
as a reasoning aggregation graph to cope with the overlooked multiple aspects
of thinking in single-step reasoning. This turns the entire reasoning process
into prompt aggregation and prompt flow operations. Experiments show that our
multi-modal model enhanced with AGoT soft-prompting achieves good results in
several tasks such as text-image retrieval, visual question answering, and
image recognition. In addition, we demonstrate that it has good domain
generalization performance due to better reasoning.
",cs.AI cs.CL
